,MMM,ABT,MO,AEP,ADM,BAX,BDX,BA,BMY,CPB,CAT,CVX,CLX,CMS,KO,CL,COP,ED,CSX,CMI,CVS,DE,DTE,ETN,EIX,EMR,ETR,EXC,XOM,F,GE,GD,GIS,GPC,HAL,HSY,HON,HPQ,IBM,IP,JNJ,KMB,KR,LLY,LMT,MCD,MRK,MSI,NEM,NSC,NOC,OXY,PEP,PFE,PPG,PG,PEG,RTX,SPGI,SLB,SHW,SO,UNP,XEL
PFE,0.3621778675051146,0.47064223765027025,0.3084131325754044,0.3005463824124584,0.3017368144912682,0.3904501359384264,0.35947557427055005,0.2909822598386916,0.5041450294935952,0.29444138510329465,0.306035447470524,0.32480644440084294,0.27008066959933824,0.2530424288562467,0.3933907128971404,0.35586971603922196,0.2657339786185823,0.2948521807841483,0.3006175263356604,0.2729684781493786,0.3067752647348092,0.27640134174734676,0.30687933505165427,0.3002251871159843,0.2444301637129705,0.3654629932269456,0.26192318885480415,0.27376466001137645,0.3477342370227649,0.26528132527618997,0.37254875617730304,0.2719119207524875,0.31265403705678735,0.3153703950437661,0.2516041479827669,0.3089064552671726,0.32858274738266036,0.26585587422394974,0.3140369725105257,0.3049960000096592,0.5292536145990386,0.3267778685100427,0.23330127216751004,0.49651221785268956,0.27023102544990807,0.3182443122411446,0.5409217919075857,0.2532914353652164,0.09384403239432988,0.31346858820187207,0.2660507289663819,0.24962285212755647,0.3694113482322553,1.0,0.34728177284996986,0.38915921773272155,0.2963083577740686,0.33269936945598005,0.3346293496408393,0.28298861448131196,0.28307203991858454,0.2957909716741313,0.3185469326717163,0.25209531181581546
PPG,0.5292866405690327,0.33216459722461594,0.29391885906201326,0.3294362540859057,0.3559754583649414,0.32192242014838457,0.3113953269618536,0.4284610790535953,0.32722081045327134,0.2740374084942196,0.5250526267930212,0.42323176324522066,0.28946841543884333,0.29988200538406273,0.38309116630349815,0.34767000281806204,0.3622328065236338,0.3104891779392973,0.4896697290861267,0.48242419052529,0.3238978428241345,0.4790902267148872,0.36534537306088744,0.5273894146208462,0.29695348619201317,0.5516916843147566,0.2872973153947302,0.3316070985084329,0.4238385196910534,0.4421251273063871,0.4840976301750059,0.3791497950674787,0.29069982290323965,0.4876900253028878,0.3738397131002312,0.340706757821849,0.5115867195281414,0.36543304678850935,0.3673860344695059,0.5401811037430575,0.34105140741869067,0.35692021919810346,0.24374666297604497,0.2994739955879069,0.30721041954998823,0.3691435932993919,0.32393360110925284,0.33956259129040656,0.15303801232363,0.5008376611544623,0.29351121630900723,0.35622400754093725,0.33444336838178607,0.34728177284996986,1.0,0.35319188067588964,0.36022417638305454,0.4911391805298403,0.4377987062544189,0.3997770085441325,0.5090205991259869,0.31403225631555226,0.4984173606056525,0.29440307310528185
PG,0.40215551110992637,0.3990368324739434,0.35401709140325344,0.35234561963408717,0.31810606815292725,0.33095257910653475,0.31475773701280063,0.2676552256997183,0.3573277127250408,0.38535125981311363,0.2860151702052425,0.29400187283118306,0.4371257016380756,0.3053641214058508,0.5221098556434588,0.5712408238855957,0.23661878410588522,0.3917282417490308,0.3082716609857331,0.2369260666369766,0.29406873962939606,0.27938326195343477,0.3481549974238181,0.3098639874404193,0.2838647247978956,0.3478470491370754,0.30500714579025573,0.3410849009121351,0.34370501575807666,0.25224912686260664,0.3625585326455869,0.2830328866128679,0.40491266366295986,0.3442267683364215,0.2102232650402627,0.42318448205369635,0.3545950752492269,0.23495759724201132,0.2991623684677244,0.3202030617493285,0.47628685053548225,0.5106304532331952,0.2765533790424611,0.3673603464140875,0.29699229715099923,0.4004704963572938,0.39561126575872524,0.22624910665432796,0.09168513528555373,0.32459452128500704,0.26988313837754363,0.2219166538513993,0.4562524378390237,0.38915921773272155,0.35319188067588964,1.0,0.3554274219138421,0.3299525094717561,0.32415705059395167,0.2387089183153554,0.3147227534563628,0.39209672978638493,0.3214776949117666,0.33455915009561704
PEG,0.35091256698463186,0.31304037183290045,0.31325669682850155,0.6462487149977844,0.3284627161770314,0.27941246700733663,0.2698270128408074,0.3104882299262047,0.29622507392630626,0.3040450930483864,0.3070268370256709,0.38807748496975625,0.2500110659734149,0.48399712793978805,0.39927103792583724,0.33708191245622404,0.3265820853349902,0.6281972846058644,0.33032842741011204,0.30324985696240025,0.24759618998214228,0.291106586968078,0.6420187985887036,0.34078627121399957,0.5190478758343816,0.3933054054374076,0.5857332688356715,0.6398058020325951,0.4172516817254721,0.2821081022118724,0.35058937835592646,0.3222998517325279,0.31645165295723426,0.3422320412891893,0.29619564275389476,0.35336519367448127,0.3495063917151057,0.24686523807484595,0.29118586597612023,0.32625792256637204,0.3440606024351836,0.32303684720456144,0.2223447764331137,0.29856231625427226,0.28474216718011164,0.32666323653769785,0.32116884962364606,0.2524602972872134,0.15728962020836945,0.3324144283232054,0.2725100685926663,0.32036789130326504,0.34071568386377565,0.2963083577740686,0.36022417638305454,0.3554274219138421,1.0,0.3526840829724239,0.3492160026837505,0.3158836588010147,0.29750192877981196,0.6212998075737005,0.3329436786663881,0.5619842625580572
RTX,0.46662561918361023,0.321424490621923,0.2731864107460115,0.3222584131003773,0.34521446382794335,0.2882346889187342,0.2949199234295821,0.5192883282273761,0.309927798529426,0.2420455514582944,0.47789799469549504,0.42718028602531544,0.23404486120939286,0.27554505882032876,0.36812052234955334,0.33179403473895575,0.3679371747553357,0.29969163122283393,0.4421700887846419,0.44264687456548923,0.3254863409935529,0.444590062522057,0.3609756006621104,0.48413616099860507,0.3127911781060971,0.5254856234442035,0.30159982123391826,0.31867104857121115,0.4301349405373684,0.3889500884988855,0.5088183897376712,0.43465201545933707,0.257618610904447,0.44255631542254203,0.3731762598774504,0.31086399668935816,0.5343053607814421,0.3565196718450861,0.38025239070181,0.4360060382343609,0.3389085304252008,0.31319338678286224,0.23093085429960142,0.29662931759589956,0.3722697236273649,0.3619799087856411,0.3182693171449881,0.3272172594378631,0.10040153501425002,0.44500019802181184,0.37318768258784635,0.368580274446893,0.3282403441323459,0.33269936945598005,0.4911391805298403,0.3299525094717561,0.3526840829724239,1.0,0.40509359135503475,0.39537395302246703,0.39131512695567633,0.2958963486407113,0.4439640301247556,0.2810282937972039
SPGI,0.3993618596008747,0.3348013206773271,0.25811404480635297,0.3032335837709041,0.3206800642826244,0.28914792990406174,0.29447779692833503,0.36948029258013565,0.3093769185088516,0.23063671423247553,0.3737978479944801,0.3823810027963055,0.23758566006695925,0.2774662112064406,0.33587875264846884,0.32651976294909735,0.3349771112536819,0.2784567855612551,0.40911999373105296,0.37505628770717825,0.28747259337748526,0.3671482309181835,0.3449829281406026,0.41257718963448203,0.2658089180786412,0.44545409064451075,0.2812369060231759,0.3108986556231833,0.36769168192811813,0.3453037207446915,0.4125962089037029,0.35712487836582507,0.25786336271626825,0.3871923074097719,0.32074683224144007,0.2983453791808074,0.4106501628371206,0.33174697350767196,0.34897782453420195,0.395963077165469,0.3373529918833212,0.29509190609695374,0.2003445534874864,0.326827217894949,0.30502359991793315,0.3364069746391661,0.3257371421758985,0.35040400493541163,0.12025346178549512,0.4057693778104087,0.2847451789611786,0.3137059960549113,0.30868831195001717,0.3346293496408393,0.4377987062544189,0.32415705059395167,0.3492160026837505,0.40509359135503475,1.0,0.33848711811588417,0.36846224900465013,0.28880795516948565,0.41083382503545607,0.28218658087444454
SLB,0.3764101428951457,0.22618455107826335,0.2447348989904178,0.23632327364206898,0.3550596453537652,0.23899714589272364,0.2227712238964555,0.35907807447399437,0.2502948965554132,0.16028052437378087,0.4339223080837934,0.646417480845595,0.13442606960687747,0.22261288472781038,0.2739165885973666,0.22800506341916632,0.6322643643453155,0.20514784993124713,0.38109978689133817,0.39084392667137785,0.2445651033786457,0.39331540767122264,0.3026695142747577,0.4234216531896844,0.24942445393160123,0.48166593030453886,0.2519438404430977,0.27959302705130984,0.6434152626986356,0.32878216678461325,0.4074176304160714,0.321069604437636,0.16944218043952627,0.3543676109594073,0.7616863402718751,0.22603135597072763,0.4034639600492751,0.30974309654422855,0.31967969893214665,0.39595893290885703,0.26339838783564634,0.20642853965482813,0.17033381162607855,0.23001249508177748,0.2542995358844444,0.2575145049897487,0.26064460694244485,0.26590324997814935,0.21727134793134256,0.39199624112365156,0.262501964670185,0.6212794008902366,0.23365201321091855,0.28298861448131196,0.3997770085441325,0.2387089183153554,0.3158836588010147,0.39537395302246703,0.33848711811588417,1.0,0.26279334918864783,0.2416529590319665,0.41547684493833537,0.20367000647889583
SHW,0.4123852133554678,0.3090999566935181,0.24386835562966078,0.28197581623666595,0.28311724258231413,0.2741837040803081,0.27587085947649,0.3228026018664101,0.28727110703913106,0.26196727161917904,0.37353722976106807,0.2933861556346641,0.26544812461459855,0.26503972156098665,0.3177098271953694,0.3117875771548963,0.2524661491583674,0.271344383103847,0.3801983735450035,0.3552832444560144,0.2720632386616887,0.3546926746013243,0.30094667104138695,0.40377182232547937,0.2397040486620114,0.40953664052114197,0.2580341199810645,0.270138008833911,0.30476718972628164,0.3255791302083526,0.37281715454578224,0.3109482301584029,0.2614543415237994,0.40586907024421803,0.24126751882495368,0.29390384909159123,0.3950854144039683,0.30597522759063855,0.3262060631299743,0.3779964644166545,0.29968055245461267,0.30567632402966444,0.22914699753613746,0.26035818466239447,0.26838258405729376,0.3427302632956273,0.2720638909624267,0.2928690991636498,0.09656231311163051,0.38763002661589263,0.26464230469363853,0.23017953453793608,0.3095450476278088,0.28307203991858454,0.5090205991259869,0.3147227534563628,0.29750192877981196,0.39131512695567633,0.36846224900465013,0.26279334918864783,1.0,0.2770996099579638,0.38202499009388463,0.2649071929244795
SO,0.3207451222190498,0.3267625859854424,0.32413056829632564,0.6675238570102888,0.3006454520153895,0.2712111768618387,0.25632187528995126,0.2506899213350267,0.27970817554090543,0.32146263542868625,0.23658558571606306,0.330937089077301,0.26095107774979837,0.47561465644104806,0.4340344484192079,0.3636821276143357,0.26234177470793923,0.7005883073923054,0.29411521337950436,0.21743981067130894,0.23125705322551113,0.23705094481436068,0.63198670405902,0.2582306866434431,0.48475738282906794,0.31578707044258464,0.5648403874279911,0.5911038261645177,0.38573040297083955,0.23114202712118148,0.29596644730448773,0.29072726699635376,0.33811094347311343,0.3307427941118462,0.21780218964442008,0.36321569472429976,0.3087486724157188,0.19055563716092025,0.26486386168368153,0.26802360913577566,0.3845988667866687,0.34297906405823037,0.23309843006018013,0.29953424007982415,0.27898493625502946,0.3243856963813097,0.3178189076015933,0.22123261171629208,0.12215439031867818,0.31204204647438766,0.25373443215573466,0.25549257026176253,0.3619405111000596,0.2957909716741313,0.31403225631555226,0.39209672978638493,0.6212998075737005,0.2958963486407113,0.28880795516948565,0.2416529590319665,0.2770996099579638,1.0,0.2870507300493584,0.5838755793174788
UNP,0.4546348736893737,0.3057149909315655,0.2595159186695057,0.2987138719463986,0.35429903924671446,0.2897547046676072,0.28733184084678903,0.3897923800437853,0.2987872882639937,0.22845110841356434,0.4777534748969756,0.43313892632826906,0.23243486074195846,0.2661303781847561,0.3359563432525448,0.3024014203973539,0.3997627328775448,0.2734655219937608,0.6650159007221745,0.44640284231106003,0.30334089443275136,0.44857150382772476,0.334480428288312,0.4878248670155668,0.26752233700376343,0.5082674854448879,0.29381427130526344,0.3153836960104657,0.424580855995168,0.38193906869180116,0.43908863359087685,0.37731717930810943,0.2618570710161704,0.4406307446655451,0.3829360454149941,0.2998580789647924,0.4601865132646205,0.3376799836571641,0.3595301269848088,0.4727567204408245,0.3232322558005014,0.31287854551877264,0.23693059110979342,0.28398062056804296,0.3073518417593642,0.33284080275385214,0.3022373922349153,0.3113607096133882,0.12371746980343333,0.6878887338343692,0.29223590188502147,0.3811649585846269,0.2960217869547901,0.3185469326717163,0.4984173606056525,0.3214776949117666,0.3329436786663881,0.4439640301247556,0.41083382503545607,0.41547684493833537,0.38202499009388463,0.2870507300493584,1.0,0.2753869992384026
XEL,0.2800521678492048,0.2926085950095744,0.2788227718417757,0.598594969914338,0.26184993469398343,0.2278670138025701,0.2506440404008123,0.2355007695940234,0.2618639475235689,0.30270876296256216,0.23328517327870685,0.28908616634157613,0.25465011159835316,0.4760858759642132,0.34942013188874416,0.31133231480279555,0.22375943845498164,0.5941094738417584,0.2768215913335055,0.2282829282390782,0.2234328646558258,0.22096400808117858,0.5546509711785422,0.263931335531207,0.4431154542144853,0.3024396430242824,0.5077628044531757,0.5041005637635843,0.3084006915560061,0.22854899668094997,0.2632596244791999,0.27798082015126957,0.3126115289775917,0.30124596448292706,0.2003300601686296,0.3107702809939221,0.28760255595311673,0.18313267791406992,0.2559321962046028,0.25137660739787077,0.3176671701067304,0.291217444465511,0.2058719112309907,0.2562719876225666,0.25161241295613723,0.26368475288412385,0.27875363791998325,0.22141133354179815,0.12715268270161334,0.29022492555504215,0.24184761368959237,0.20538770170975978,0.31998268693891807,0.25209531181581546,0.29440307310528185,0.33455915009561704,0.5619842625580572,0.2810282937972039,0.28218658087444454,0.20367000647889583,0.2649071929244795,0.5838755793174788,0.2753869992384026,1.0
